GVKey,Company Name,Year,Data Date,File Count
2884,LUMEN TECHNOLOGIES INC,2006,2006-12-31,1
2884,LUMEN TECHNOLOGIES INC,2007,2007-12-31,2
2884,LUMEN TECHNOLOGIES INC,2008,2008-12-31,1
2884,LUMEN TECHNOLOGIES INC,2009,2009-12-31,1
2884,LUMEN TECHNOLOGIES INC,2010,2010-12-31,1
2884,LUMEN TECHNOLOGIES INC,2011,2011-12-31,1
2884,LUMEN TECHNOLOGIES INC,2012,2012-12-31,1
2884,LUMEN TECHNOLOGIES INC,2013,2013-12-31,1
2884,LUMEN TECHNOLOGIES INC,2014,2014-12-31,1
2884,LUMEN TECHNOLOGIES INC,2015,2015-12-31,1
2884,LUMEN TECHNOLOGIES INC,2016,2016-12-31,1
2884,LUMEN TECHNOLOGIES INC,2017,2017-12-31,1
2884,LUMEN TECHNOLOGIES INC,2018,2018-12-31,1
2884,LUMEN TECHNOLOGIES INC,2019,2019-12-31,2
2884,LUMEN TECHNOLOGIES INC,2020,2020-12-31,2
2884,LUMEN TECHNOLOGIES INC,2021,2021-12-31,2
2916,CHAMPION ENTERPRISES INC,1996,1996-12-31,1
2916,CHAMPION ENTERPRISES INC,1998,1998-12-31,3
2916,CHAMPION ENTERPRISES INC,2004,2004-12-31,2
2916,CHAMPION ENTERPRISES INC,2006,2006-12-31,1
2916,CHAMPION ENTERPRISES INC,2007,2007-12-31,1
2917,CHAMPION INTERNATIONAL CORP,1998,1998-12-31,2
2917,CHAMPION INTERNATIONAL CORP,1999,1999-12-31,2
2960,CHEMED CORP,1996,1996-12-31,1
2960,CHEMED CORP,1997,1997-12-31,1
2960,CHEMED CORP,1998,1998-12-31,1
2960,CHEMED CORP,1999,1999-12-31,1
2960,CHEMED CORP,2000,2000-12-31,1
2960,CHEMED CORP,2001,2001-12-31,1
2960,CHEMED CORP,2002,2002-12-31,1
2960,CHEMED CORP,2004,2004-12-31,1
2960,CHEMED CORP,2005,2005-12-31,1
2960,CHEMED CORP,2006,2006-12-31,1
2960,CHEMED CORP,2007,2007-12-31,1
2960,CHEMED CORP,2008,2008-12-31,1
2960,CHEMED CORP,2009,2009-12-31,3
2960,CHEMED CORP,2010,2010-12-31,3
2960,CHEMED CORP,2011,2011-12-31,3
2960,CHEMED CORP,2012,2012-12-31,3
2960,CHEMED CORP,2013,2013-12-31,3
2960,CHEMED CORP,2014,2014-12-31,3
2960,CHEMED CORP,2015,2015-12-31,2
2960,CHEMED CORP,2016,2016-12-31,2
2960,CHEMED CORP,2017,2017-12-31,2
2960,CHEMED CORP,2018,2018-12-31,3
2960,CHEMED CORP,2019,2019-12-31,3
2960,CHEMED CORP,2020,2020-12-31,3
2960,CHEMED CORP,2021,2021-12-31,3
2982,CHESAPEAKE CORP,1997,1997-12-31,3
2982,CHESAPEAKE CORP,1998,1998-12-31,3
2982,CHESAPEAKE CORP,1999,1999-12-31,3
2982,CHESAPEAKE CORP,2000,2000-12-31,3
2982,CHESAPEAKE CORP,2001,2001-12-31,2
2982,CHESAPEAKE CORP,2002,2002-12-31,4
2982,CHESAPEAKE CORP,2003,2003-12-31,4
2982,CHESAPEAKE CORP,2004,2004-12-31,3
2982,CHESAPEAKE CORP,2005,2005-12-31,2
2982,CHESAPEAKE CORP,2006,2006-12-31,3
2982,CHESAPEAKE CORP,2007,2007-12-31,3
2982,CHESAPEAKE CORP,2008,2008-12-31,1
3041,MILACRON INC,1996,1996-12-31,1
3041,MILACRON INC,1997,1997-12-31,2
3041,MILACRON INC,1998,1998-12-31,2
3041,MILACRON INC,1999,1999-12-31,1
3041,MILACRON INC,2006,2006-12-31,1
3041,MILACRON INC,2007,2007-12-31,1
3054,CIRCUIT CITY STORES INC,2005,2006-02-28,1
3054,CIRCUIT CITY STORES INC,2006,2007-02-28,1
3054,CIRCUIT CITY STORES INC,2007,2008-02-29,1
3105,IHEARTMEDIA INC,2008,2008-12-31,1
3105,IHEARTMEDIA INC,2009,2009-12-31,1
3105,IHEARTMEDIA INC,2010,2010-12-31,1
3105,IHEARTMEDIA INC,2011,2011-12-31,1
3105,IHEARTMEDIA INC,2012,2012-12-31,1
3105,IHEARTMEDIA INC,2013,2013-12-31,1
3105,IHEARTMEDIA INC,2014,2014-12-31,1
3105,IHEARTMEDIA INC,2015,2015-12-31,1
3105,IHEARTMEDIA INC,2016,2016-12-31,1
3105,IHEARTMEDIA INC,2017,2017-12-31,1
3105,IHEARTMEDIA INC,2018,2018-12-31,1
3105,IHEARTMEDIA INC,2019,2019-12-31,1
3107,CLEVELAND-CLIFFS INC,1996,1996-12-31,1
3107,CLEVELAND-CLIFFS INC,1997,1997-12-31,1
3107,CLEVELAND-CLIFFS INC,1998,1998-12-31,1
3107,CLEVELAND-CLIFFS INC,1999,1999-12-31,2
3107,CLEVELAND-CLIFFS INC,2000,2000-12-31,2
3107,CLEVELAND-CLIFFS INC,2001,2001-12-31,1
3107,CLEVELAND-CLIFFS INC,2002,2002-12-31,1
3107,CLEVELAND-CLIFFS INC,2003,2003-12-31,1
3107,CLEVELAND-CLIFFS INC,2004,2004-12-31,1
3107,CLEVELAND-CLIFFS INC,2005,2005-12-31,1
3107,CLEVELAND-CLIFFS INC,2006,2006-12-31,1
3107,CLEVELAND-CLIFFS INC,2007,2007-12-31,1
3107,CLEVELAND-CLIFFS INC,2008,2008-12-31,1
3107,CLEVELAND-CLIFFS INC,2009,2009-12-31,1
3107,CLEVELAND-CLIFFS INC,2010,2010-12-31,1
3107,CLEVELAND-CLIFFS INC,2011,2011-12-31,1
3107,CLEVELAND-CLIFFS INC,2012,2012-12-31,2
3107,CLEVELAND-CLIFFS INC,2013,2013-12-31,1
3107,CLEVELAND-CLIFFS INC,2014,2014-12-31,1
3107,CLEVELAND-CLIFFS INC,2015,2015-12-31,2
3107,CLEVELAND-CLIFFS INC,2016,2016-12-31,2
3107,CLEVELAND-CLIFFS INC,2017,2017-12-31,2
3107,CLEVELAND-CLIFFS INC,2018,2018-12-31,1
3107,CLEVELAND-CLIFFS INC,2019,2019-12-31,1
3126,ALL AMERICAN GROUP INC,1997,1997-12-31,1
3126,ALL AMERICAN GROUP INC,1998,1998-12-31,1
3126,ALL AMERICAN GROUP INC,1999,1999-12-31,1
3126,ALL AMERICAN GROUP INC,2000,2000-12-31,1
3126,ALL AMERICAN GROUP INC,2001,2001-12-31,1
3126,ALL AMERICAN GROUP INC,2002,2002-12-31,1
3126,ALL AMERICAN GROUP INC,2003,2003-12-31,1
3126,ALL AMERICAN GROUP INC,2004,2004-12-31,1
3126,ALL AMERICAN GROUP INC,2005,2005-12-31,1
3126,ALL AMERICAN GROUP INC,2006,2006-12-31,1
3126,ALL AMERICAN GROUP INC,2007,2007-12-31,1
3126,ALL AMERICAN GROUP INC,2008,2008-12-31,1
3126,ALL AMERICAN GROUP INC,2009,2009-12-31,1
3138,COCA COLA CONSOLIDATED INC,1996,1996-12-31,1
3138,COCA COLA CONSOLIDATED INC,1997,1997-12-31,1
3138,COCA COLA CONSOLIDATED INC,1999,1999-12-31,1
3138,COCA COLA CONSOLIDATED INC,2000,2000-12-31,2
3138,COCA COLA CONSOLIDATED INC,2001,2001-12-31,1
3138,COCA COLA CONSOLIDATED INC,2002,2002-12-31,1
3138,COCA COLA CONSOLIDATED INC,2003,2003-12-31,2
3138,COCA COLA CONSOLIDATED INC,2005,2005-12-31,2
3138,COCA COLA CONSOLIDATED INC,2006,2006-12-31,1
3138,COCA COLA CONSOLIDATED INC,2007,2007-12-31,1
3138,COCA COLA CONSOLIDATED INC,2008,2008-12-31,1
3138,COCA COLA CONSOLIDATED INC,2010,2010-12-31,1
3138,COCA COLA CONSOLIDATED INC,2011,2011-12-31,1
3138,COCA COLA CONSOLIDATED INC,2012,2012-12-31,1
3138,COCA COLA CONSOLIDATED INC,2013,2013-12-31,1
3138,COCA COLA CONSOLIDATED INC,2014,2014-12-31,2
3138,COCA COLA CONSOLIDATED INC,2016,2016-12-31,4
3138,COCA COLA CONSOLIDATED INC,2017,2017-12-31,2
3138,COCA COLA CONSOLIDATED INC,2018,2018-12-31,1
3138,COCA COLA CONSOLIDATED INC,2019,2019-12-31,1
3144,COCA-COLA CO,2003,2003-12-31,3
3144,COCA-COLA CO,2004,2004-12-31,3
3144,COCA-COLA CO,2007,2007-12-31,2
3144,COCA-COLA CO,2008,2008-12-31,1
3144,COCA-COLA CO,2009,2009-12-31,2
3144,COCA-COLA CO,2010,2010-12-31,2
3144,COCA-COLA CO,2011,2011-12-31,2
3144,COCA-COLA CO,2012,2012-12-31,1
3144,COCA-COLA CO,2013,2013-12-31,1
3144,COCA-COLA CO,2014,2014-12-31,1
3144,COCA-COLA CO,2015,2015-12-31,1
3144,COCA-COLA CO,2016,2016-12-31,1
3144,COCA-COLA CO,2017,2017-12-31,1
3144,COCA-COLA CO,2018,2018-12-31,1
3144,COCA-COLA CO,2019,2019-12-31,1
3144,COCA-COLA CO,2020,2020-12-31,1
3144,COCA-COLA CO,2021,2021-12-31,1
3170,COLGATE-PALMOLIVE CO,2005,2005-12-31,1
3170,COLGATE-PALMOLIVE CO,2007,2007-12-31,1
3170,COLGATE-PALMOLIVE CO,2008,2008-12-31,1
3170,COLGATE-PALMOLIVE CO,2009,2009-12-31,1
3170,COLGATE-PALMOLIVE CO,2010,2010-12-31,2
3170,COLGATE-PALMOLIVE CO,2011,2011-12-31,2
3170,COLGATE-PALMOLIVE CO,2012,2012-12-31,2
3170,COLGATE-PALMOLIVE CO,2013,2013-12-31,1
3170,COLGATE-PALMOLIVE CO,2014,2014-12-31,2
3170,COLGATE-PALMOLIVE CO,2015,2015-12-31,1
3170,COLGATE-PALMOLIVE CO,2016,2016-12-31,2
3170,COLGATE-PALMOLIVE CO,2017,2017-12-31,2
3170,COLGATE-PALMOLIVE CO,2018,2018-12-31,1
3170,COLGATE-PALMOLIVE CO,2019,2019-12-31,2
3170,COLGATE-PALMOLIVE CO,2020,2020-12-31,2
3170,COLGATE-PALMOLIVE CO,2021,2021-12-31,2
3200,COLTEC INDUSTRIES,1996,1996-12-31,1
3200,COLTEC INDUSTRIES,1997,1997-12-31,1
3200,COLTEC INDUSTRIES,1998,1998-12-31,1
3226,COMCAST CORP,1996,1996-12-31,1
3226,COMCAST CORP,1997,1997-12-31,3
3226,COMCAST CORP,1998,1998-12-31,3
3226,COMCAST CORP,1999,1999-12-31,1
3226,COMCAST CORP,2005,2005-12-31,2
3226,COMCAST CORP,2006,2006-12-31,2
3226,COMCAST CORP,2007,2007-12-31,1
3226,COMCAST CORP,2008,2008-12-31,1
3226,COMCAST CORP,2009,2009-12-31,1
3226,COMCAST CORP,2010,2010-12-31,1
3226,COMCAST CORP,2011,2011-12-31,1
3226,COMCAST CORP,2012,2012-12-31,2
3226,COMCAST CORP,2013,2013-12-31,1
3226,COMCAST CORP,2014,2014-12-31,1
3226,COMCAST CORP,2015,2015-12-31,2
3226,COMCAST CORP,2016,2016-12-31,2
3226,COMCAST CORP,2017,2017-12-31,2
3226,COMCAST CORP,2018,2018-12-31,1
3226,COMCAST CORP,2019,2019-12-31,1
3226,COMCAST CORP,2020,2020-12-31,1
3226,COMCAST CORP,2021,2021-12-31,1
3230,COMDISCO HOLDING CO INC,1997,1997-09-30,1
3230,COMDISCO HOLDING CO INC,1998,1998-09-30,1
3230,COMDISCO HOLDING CO INC,1999,1999-09-30,1
3230,COMDISCO HOLDING CO INC,2000,2000-09-30,1
3230,COMDISCO HOLDING CO INC,2001,2001-09-30,1
3230,COMDISCO HOLDING CO INC,2002,2002-09-30,1
3230,COMDISCO HOLDING CO INC,2003,2003-09-30,1
3230,COMDISCO HOLDING CO INC,2005,2005-09-30,1
3230,COMDISCO HOLDING CO INC,2006,2006-09-30,1
3230,COMDISCO HOLDING CO INC,2007,2007-09-30,1
3230,COMDISCO HOLDING CO INC,2008,2008-09-30,1
3230,COMDISCO HOLDING CO INC,2009,2009-09-30,1
3230,COMDISCO HOLDING CO INC,2010,2010-09-30,1
3230,COMDISCO HOLDING CO INC,2011,2011-09-30,1
3230,COMDISCO HOLDING CO INC,2012,2012-09-30,1
3230,COMDISCO HOLDING CO INC,2013,2013-09-30,1
3230,COMDISCO HOLDING CO INC,2014,2014-09-30,1
3230,COMDISCO HOLDING CO INC,2015,2015-09-30,1
3231,COMERICA INC,1996,1996-12-31,2
3231,COMERICA INC,1996,1996-12-31,2
3231,COMERICA INC,1997,1997-12-31,2
3231,COMERICA INC,1997,1997-12-31,2
3231,COMERICA INC,1998,1998-12-31,2
3231,COMERICA INC,1998,1998-12-31,2
3231,COMERICA INC,1999,1999-12-31,1
3231,COMERICA INC,1999,1999-12-31,1
3231,COMERICA INC,2000,2000-12-31,1
3231,COMERICA INC,2000,2000-12-31,1
3231,COMERICA INC,2001,2001-12-31,1
3231,COMERICA INC,2001,2001-12-31,1
3231,COMERICA INC,2002,2002-12-31,2
3231,COMERICA INC,2002,2002-12-31,2
3231,COMERICA INC,2003,2003-12-31,1
3231,COMERICA INC,2003,2003-12-31,1
3231,COMERICA INC,2004,2004-12-31,1
3231,COMERICA INC,2004,2004-12-31,1
3231,COMERICA INC,2005,2005-12-31,1
3231,COMERICA INC,2005,2005-12-31,1
3231,COMERICA INC,2006,2006-12-31,1
3231,COMERICA INC,2006,2006-12-31,1
3231,COMERICA INC,2007,2007-12-31,1
3231,COMERICA INC,2007,2007-12-31,1
3231,COMERICA INC,2008,2008-12-31,1
3231,COMERICA INC,2008,2008-12-31,1
3231,COMERICA INC,2009,2009-12-31,1
3231,COMERICA INC,2009,2009-12-31,1
3231,COMERICA INC,2010,2010-12-31,1
3231,COMERICA INC,2010,2010-12-31,1
3231,COMERICA INC,2011,2011-12-31,1
3231,COMERICA INC,2011,2011-12-31,1
3231,COMERICA INC,2012,2012-12-31,2
3231,COMERICA INC,2012,2012-12-31,2
3231,COMERICA INC,2013,2013-12-31,2
3231,COMERICA INC,2013,2013-12-31,2
3231,COMERICA INC,2014,2014-12-31,2
3231,COMERICA INC,2014,2014-12-31,2
3231,COMERICA INC,2015,2015-12-31,1
3231,COMERICA INC,2015,2015-12-31,1
3231,COMERICA INC,2016,2016-12-31,2
3231,COMERICA INC,2016,2016-12-31,2
3231,COMERICA INC,2017,2017-12-31,2
3231,COMERICA INC,2017,2017-12-31,2
3231,COMERICA INC,2018,2018-12-31,1
3231,COMERICA INC,2018,2018-12-31,1
3231,COMERICA INC,2019,2019-12-31,2
3231,COMERICA INC,2019,2019-12-31,2
3231,COMERICA INC,2020,2020-12-31,2
3231,COMERICA INC,2020,2020-12-31,2
3231,COMERICA INC,2021,2021-12-31,2
3231,COMERICA INC,2021,2021-12-31,2
3246,COMMERCIAL METALS,1996,1996-08-31,1
3246,COMMERCIAL METALS,2006,2006-08-31,1
3246,COMMERCIAL METALS,2008,2008-08-31,1
3246,COMMERCIAL METALS,2009,2009-08-31,1
3246,COMMERCIAL METALS,2010,2010-08-31,1
3246,COMMERCIAL METALS,2011,2011-08-31,1
3246,COMMERCIAL METALS,2012,2012-08-31,1
3246,COMMERCIAL METALS,2013,2013-08-31,2
3246,COMMERCIAL METALS,2014,2014-08-31,2
3246,COMMERCIAL METALS,2015,2015-08-31,1
3246,COMMERCIAL METALS,2016,2016-08-31,2
3246,COMMERCIAL METALS,2017,2017-08-31,2
3246,COMMERCIAL METALS,2018,2018-08-31,1
3246,COMMERCIAL METALS,2019,2019-08-31,1
3246,COMMERCIAL METALS,2020,2020-08-31,2
3246,COMMERCIAL METALS,2021,2021-08-31,1
3246,COMMERCIAL METALS,2022,2022-08-31,1
3278,AVIS BUDGET GROUP INC,1996,1997-01-31,1
3278,AVIS BUDGET GROUP INC,1997,1997-12-31,1
3278,AVIS BUDGET GROUP INC,1998,1998-12-31,1
3278,AVIS BUDGET GROUP INC,1999,1999-12-31,1
3278,AVIS BUDGET GROUP INC,2000,2000-12-31,1
3278,AVIS BUDGET GROUP INC,2000,2000-12-31,1
3278,AVIS BUDGET GROUP INC,2001,2001-12-31,2
3278,AVIS BUDGET GROUP INC,2001,2001-12-31,2
3278,AVIS BUDGET GROUP INC,2002,2002-12-31,1
3278,AVIS BUDGET GROUP INC,2002,2002-12-31,1
3278,AVIS BUDGET GROUP INC,2003,2003-12-31,1
3278,AVIS BUDGET GROUP INC,2003,2003-12-31,1
3278,AVIS BUDGET GROUP INC,2004,2004-12-31,1
3278,AVIS BUDGET GROUP INC,2004,2004-12-31,1
3278,AVIS BUDGET GROUP INC,2005,2005-12-31,1
3278,AVIS BUDGET GROUP INC,2005,2005-12-31,1
3278,AVIS BUDGET GROUP INC,2006,2006-12-31,1
3278,AVIS BUDGET GROUP INC,2007,2007-12-31,1
3278,AVIS BUDGET GROUP INC,2008,2008-12-31,2
3278,AVIS BUDGET GROUP INC,2009,2009-12-31,1
3278,AVIS BUDGET GROUP INC,2010,2010-12-31,1
3278,AVIS BUDGET GROUP INC,2011,2011-12-31,1
3278,AVIS BUDGET GROUP INC,2012,2012-12-31,1
3278,AVIS BUDGET GROUP INC,2013,2013-12-31,1
3278,AVIS BUDGET GROUP INC,2014,2014-12-31,1
3278,AVIS BUDGET GROUP INC,2015,2015-12-31,1
3278,AVIS BUDGET GROUP INC,2016,2016-12-31,1
3278,AVIS BUDGET GROUP INC,2017,2017-12-31,2
3278,AVIS BUDGET GROUP INC,2018,2018-12-31,1
3278,AVIS BUDGET GROUP INC,2019,2019-12-31,1
3278,AVIS BUDGET GROUP INC,2020,2020-12-31,1
3278,AVIS BUDGET GROUP INC,2021,2021-12-31,1
3282,COMPAQ COMPUTER CORP,1996,1996-12-31,4
3282,COMPAQ COMPUTER CORP,1997,1997-12-31,4
3282,COMPAQ COMPUTER CORP,1998,1998-12-31,4
3282,COMPAQ COMPUTER CORP,1999,1999-12-31,4
3282,COMPAQ COMPUTER CORP,2000,2000-12-31,4
3282,COMPAQ COMPUTER CORP,2001,2001-12-31,1
3336,DXC TECHNOLOGY CO,1996,1997-03-31,1
3336,DXC TECHNOLOGY CO,1997,1998-03-31,1
3336,DXC TECHNOLOGY CO,1998,1999-03-31,1
3336,DXC TECHNOLOGY CO,1999,2000-03-31,1
3336,DXC TECHNOLOGY CO,2000,2001-03-31,1
3336,DXC TECHNOLOGY CO,2002,2003-03-31,1
3336,DXC TECHNOLOGY CO,2003,2004-03-31,1
3336,DXC TECHNOLOGY CO,2004,2005-03-31,1
3336,DXC TECHNOLOGY CO,2005,2006-03-31,1
3336,DXC TECHNOLOGY CO,2006,2007-03-31,1
3336,DXC TECHNOLOGY CO,2007,2008-03-31,1
3336,DXC TECHNOLOGY CO,2008,2009-03-31,1
3336,DXC TECHNOLOGY CO,2009,2010-03-31,1
3336,DXC TECHNOLOGY CO,2010,2011-03-31,1
3336,DXC TECHNOLOGY CO,2011,OK,1
3336,DXC TECHNOLOGY CO,2012,2013-03-31,1
3336,DXC TECHNOLOGY CO,2013,2014-03-31,1
3336,DXC TECHNOLOGY CO,2014,2015-03-31,1
3336,DXC TECHNOLOGY CO,2015,2016-03-31,1
3336,DXC TECHNOLOGY CO,2017,2018-03-31,2
3336,DXC TECHNOLOGY CO,2018,2019-03-31,2
3336,DXC TECHNOLOGY CO,2019,2020-03-31,2
3336,DXC TECHNOLOGY CO,2020,2021-03-31,2
3336,DXC TECHNOLOGY CO,2021,2022-03-31,1
3362,CONAGRA BRANDS INC,1996,1997-05-31,1
3362,CONAGRA BRANDS INC,1997,1998-05-31,1
3362,CONAGRA BRANDS INC,1998,1999-05-31,1
3362,CONAGRA BRANDS INC,1999,2000-05-31,1
3362,CONAGRA BRANDS INC,2000,2001-05-31,1
3362,CONAGRA BRANDS INC,2001,2002-05-31,1
3362,CONAGRA BRANDS INC,2003,2004-05-31,2
3362,CONAGRA BRANDS INC,2004,2005-05-31,2
3362,CONAGRA BRANDS INC,2005,2006-05-31,2
3362,CONAGRA BRANDS INC,2006,2007-05-31,1
3362,CONAGRA BRANDS INC,2007,2008-05-31,1
3362,CONAGRA BRANDS INC,2008,2009-05-31,1
3362,CONAGRA BRANDS INC,2009,2010-05-31,1
3362,CONAGRA BRANDS INC,2010,2011-05-31,2
3362,CONAGRA BRANDS INC,2011,2012-05-31,1
3362,CONAGRA BRANDS INC,2012,2013-05-31,1
3362,CONAGRA BRANDS INC,2013,2014-05-31,1
3362,CONAGRA BRANDS INC,2014,2015-05-31,2
3362,CONAGRA BRANDS INC,2015,2016-05-31,2
3362,CONAGRA BRANDS INC,2016,2017-05-31,2
3362,CONAGRA BRANDS INC,2017,2018-05-31,2
3362,CONAGRA BRANDS INC,2018,2019-05-31,1
3362,CONAGRA BRANDS INC,2019,2020-05-31,2
3362,CONAGRA BRANDS INC,2020,2021-05-31,2
3362,CONAGRA BRANDS INC,2021,2022-05-31,2
3422,CONSOLIDATED PAPERS INC,1997,1997-12-31,1
3422,CONSOLIDATED PAPERS INC,1998,1998-12-31,1
3422,CONSOLIDATED PAPERS INC,1999,1999-12-31,1
3497,COOPER INDUSTRIES PLC,2006,2006-12-31,1
3497,COOPER INDUSTRIES PLC,2007,2007-12-31,1
3497,COOPER INDUSTRIES PLC,2008,2008-12-31,1
3497,COOPER INDUSTRIES PLC,2009,2009-12-31,1
3497,COOPER INDUSTRIES PLC,2010,2010-12-31,1
3497,COOPER INDUSTRIES PLC,2011,2011-12-31,1
3502,COOPER TIRE & RUBBER CO,1996,1996-12-31,1
3502,COOPER TIRE & RUBBER CO,1997,1997-12-31,1
3502,COOPER TIRE & RUBBER CO,1998,1998-12-31,1
3502,COOPER TIRE & RUBBER CO,1999,1999-12-31,1
3502,COOPER TIRE & RUBBER CO,2000,2000-12-31,2
3502,COOPER TIRE & RUBBER CO,2001,2001-12-31,2
3502,COOPER TIRE & RUBBER CO,2002,2002-12-31,1
3502,COOPER TIRE & RUBBER CO,2003,2003-12-31,1
3502,COOPER TIRE & RUBBER CO,2004,2004-12-31,1
3502,COOPER TIRE & RUBBER CO,2005,2005-12-31,1
3502,COOPER TIRE & RUBBER CO,2006,2006-12-31,1
3502,COOPER TIRE & RUBBER CO,2007,2007-12-31,2
3502,COOPER TIRE & RUBBER CO,2008,2008-12-31,1
3502,COOPER TIRE & RUBBER CO,2009,2009-12-31,1
3502,COOPER TIRE & RUBBER CO,2010,2010-12-31,1
3502,COOPER TIRE & RUBBER CO,2011,2011-12-31,1
3502,COOPER TIRE & RUBBER CO,2012,2012-12-31,1
3502,COOPER TIRE & RUBBER CO,2013,2013-12-31,2
3502,COOPER TIRE & RUBBER CO,2014,2014-12-31,2
3502,COOPER TIRE & RUBBER CO,2015,2015-12-31,2
3502,COOPER TIRE & RUBBER CO,2016,2016-12-31,2
3502,COOPER TIRE & RUBBER CO,2017,2017-12-31,2
3502,COOPER TIRE & RUBBER CO,2018,2018-12-31,1
3502,COOPER TIRE & RUBBER CO,2019,2019-12-31,1
3505,MOLSON COORS BEVERAGE CO,1996,1996-12-31,1
3505,MOLSON COORS BEVERAGE CO,1997,1997-12-31,2
3505,MOLSON COORS BEVERAGE CO,1998,1998-12-31,2
3505,MOLSON COORS BEVERAGE CO,1999,1999-12-31,2
3505,MOLSON COORS BEVERAGE CO,2000,2000-12-31,2
3505,MOLSON COORS BEVERAGE CO,2001,2001-12-31,2
3505,MOLSON COORS BEVERAGE CO,2002,2002-12-31,2
3505,MOLSON COORS BEVERAGE CO,2003,2003-12-31,2
3505,MOLSON COORS BEVERAGE CO,2004,2004-12-31,2
3505,MOLSON COORS BEVERAGE CO,2005,2005-12-31,1
3505,MOLSON COORS BEVERAGE CO,2006,2006-12-31,1
3505,MOLSON COORS BEVERAGE CO,2007,2007-12-31,1
3505,MOLSON COORS BEVERAGE CO,2008,2008-12-31,1
3505,MOLSON COORS BEVERAGE CO,2009,2009-12-31,1
3505,MOLSON COORS BEVERAGE CO,2010,2010-12-31,1
3505,MOLSON COORS BEVERAGE CO,2011,2011-12-31,1
3505,MOLSON COORS BEVERAGE CO,2012,2012-12-31,1
3505,MOLSON COORS BEVERAGE CO,2013,2013-12-31,1
3505,MOLSON COORS BEVERAGE CO,2014,2014-12-31,1
3505,MOLSON COORS BEVERAGE CO,2015,2015-12-31,2
3505,MOLSON COORS BEVERAGE CO,2016,2016-12-31,2
3505,MOLSON COORS BEVERAGE CO,2017,2017-12-31,2
3505,MOLSON COORS BEVERAGE CO,2018,2018-12-31,1
3505,MOLSON COORS BEVERAGE CO,2019,2019-12-31,1
3505,MOLSON COORS BEVERAGE CO,2020,2020-12-31,1
3505,MOLSON COORS BEVERAGE CO,2021,2021-12-31,1
3532,CORNING INC,2005,2005-12-31,1
3532,CORNING INC,2008,2008-12-31,1
3532,CORNING INC,2009,2009-12-31,1
3532,CORNING INC,2010,2010-12-31,3
3532,CORNING INC,2011,2011-12-31,4
3532,CORNING INC,2012,2012-12-31,4
3532,CORNING INC,2013,2013-12-31,2
3532,CORNING INC,2014,2014-12-31,2
3532,CORNING INC,2015,2015-12-31,2
3532,CORNING INC,2016,2016-12-31,2
3532,CORNING INC,2017,2017-12-31,2
3532,CORNING INC,2018,2018-12-31,1
3532,CORNING INC,2019,2019-12-31,1
3532,CORNING INC,2020,2020-12-31,1
3532,CORNING INC,2021,2021-12-31,2
3580,CRANE HOLDINGS CO,2019,2019-12-31,1
3580,CRANE HOLDINGS CO,2020,2020-12-31,1
3580,CRANE HOLDINGS CO,2021,2021-12-31,1
3619,CROWN HOLDINGS INC,1996,1996-12-31,1
3619,CROWN HOLDINGS INC,1997,1997-12-31,1
3619,CROWN HOLDINGS INC,1998,1998-12-31,1
3619,CROWN HOLDINGS INC,1999,1999-12-31,2
3619,CROWN HOLDINGS INC,2000,2000-12-31,2
3619,CROWN HOLDINGS INC,2001,2001-12-31,2
3619,CROWN HOLDINGS INC,2002,2002-12-31,2
3619,CROWN HOLDINGS INC,2003,2003-12-31,4
3619,CROWN HOLDINGS INC,2004,2004-12-31,3
3619,CROWN HOLDINGS INC,2005,2005-12-31,3
3619,CROWN HOLDINGS INC,2006,2006-12-31,3
3619,CROWN HOLDINGS INC,2007,2007-12-31,3
3619,CROWN HOLDINGS INC,2008,2008-12-31,4
3619,CROWN HOLDINGS INC,2009,2009-12-31,1
3619,CROWN HOLDINGS INC,2010,2010-12-31,4
3619,CROWN HOLDINGS INC,2011,2011-12-31,4
3619,CROWN HOLDINGS INC,2012,2012-12-31,3
3619,CROWN HOLDINGS INC,2013,2013-12-31,3
3619,CROWN HOLDINGS INC,2014,2014-12-31,4
3619,CROWN HOLDINGS INC,2015,2015-12-31,4
3619,CROWN HOLDINGS INC,2016,2016-12-31,3
3619,CROWN HOLDINGS INC,2017,2017-12-31,3
3619,CROWN HOLDINGS INC,2018,2018-12-31,2
3619,CROWN HOLDINGS INC,2019,2019-12-31,3
3619,CROWN HOLDINGS INC,2020,2020-12-31,3
3619,CROWN HOLDINGS INC,2021,2021-12-31,2
3650,CUMMINS INC,1996,1996-12-31,4
3650,CUMMINS INC,1997,1997-12-31,4
3650,CUMMINS INC,1998,1998-12-31,2
3650,CUMMINS INC,1999,1999-12-31,3
3650,CUMMINS INC,2000,2000-12-31,2
3650,CUMMINS INC,2005,2005-12-31,1
3650,CUMMINS INC,2008,2008-12-31,1
3650,CUMMINS INC,2009,2009-12-31,1
3650,CUMMINS INC,2010,2010-12-31,1
3650,CUMMINS INC,2011,2011-12-31,1
3650,CUMMINS INC,2012,2012-12-31,1
3650,CUMMINS INC,2013,2013-12-31,1
3650,CUMMINS INC,2014,2014-12-31,1
3650,CUMMINS INC,2015,2015-12-31,1
3650,CUMMINS INC,2016,2016-12-31,1
3650,CUMMINS INC,2017,2017-12-31,1
3650,CUMMINS INC,2018,2018-12-31,1
3650,CUMMINS INC,2019,2019-12-31,1
