GVKey,Company Name,Year,Data Date,Status
5667,HF SINCLAIR CORP,1998,1998-07-31,N
5667,HF SINCLAIR CORP,1999,1999-07-31,N
5667,HF SINCLAIR CORP,2000,2000-07-31,N
5667,HF SINCLAIR CORP,2001,2001-07-31,N
5667,HF SINCLAIR CORP,2002,2002-07-31,N
5667,HF SINCLAIR CORP,2003,2003-12-31,N
5667,HF SINCLAIR CORP,2004,2004-12-31,N
5667,HF SINCLAIR CORP,2005,2005-12-31,N
5667,HF SINCLAIR CORP,2006,2006-12-31,N
5667,HF SINCLAIR CORP,2007,2007-12-31,N
5667,HF SINCLAIR CORP,2008,2008-12-31,N
5667,HF SINCLAIR CORP,2009,2009-12-31,N
5667,HF SINCLAIR CORP,2010,2010-12-31,N
5667,HF SINCLAIR CORP,2011,2011-12-31,N
5667,HF SINCLAIR CORP,2012,2012-12-31,N
5667,HF SINCLAIR CORP,2013,2013-12-31,N
5667,HF SINCLAIR CORP,2014,2014-12-31,N
5667,HF SINCLAIR CORP,2015,2015-12-31,N
5667,HF SINCLAIR CORP,2016,2016-12-31,N
5667,HF SINCLAIR CORP,2017,2017-12-31,N
5667,HF SINCLAIR CORP,2018,2018-12-31,N
5667,HF SINCLAIR CORP,2019,2019-12-31,N
5667,HF SINCLAIR CORP,2020,2020-12-31,N
5690,HNI CORP,2003,2003-12-31,N
5690,HNI CORP,2014,2014-12-31,N
5690,HNI CORP,2020,2020-12-31,N
5723,STARWOOD HOTELS&RESORTS WRLD,1996,1996-12-31,NA
5723,STARWOOD HOTELS&RESORTS WRLD,2006,2006-12-31,NA
5723,STARWOOD HOTELS&RESORTS WRLD,2012,2012-12-31,NA
5723,STARWOOD HOTELS&RESORTS WRLD,2013,2013-12-31,NA
5723,STARWOOD HOTELS&RESORTS WRLD,2014,2014-12-31,NA
5723,STARWOOD HOTELS&RESORTS WRLD,2015,2015-12-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,1996,1996-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,1997,1997-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,1998,1998-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,1999,1999-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2000,2000-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2001,2001-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2002,2002-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2003,2003-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2004,2004-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2005,2005-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2006,2006-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2007,2007-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2008,2008-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2009,2009-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2010,2010-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2011,2011-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2012,2012-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2013,2013-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2014,2014-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2015,2015-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2016,2016-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2017,2017-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2018,2018-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2019,2019-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2020,2020-10-31,NA
5750,HOVNANIAN ENTRPRS INC  -CL A,2021,2021-10-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,1996,1996-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,1997,1997-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,1998,1998-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,1999,1999-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2000,2000-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2001,2001-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2002,2002-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2003,2003-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2004,2004-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2005,2005-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2006,2006-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2007,2007-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2008,2008-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2009,2009-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2010,2010-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2011,2011-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2012,2012-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2013,2013-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2014,2014-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2015,2015-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2016,2016-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2017,2017-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2018,2018-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2019,2019-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2020,2020-12-31,NA
5783,HUNT (JB) TRANSPRT SVCS INC,2021,2021-12-31,NA
5824,PEPSIAMERICAS INC,2003,2003-12-31,N
5824,PEPSIAMERICAS INC,2008,2008-12-31,N
5848,IBP INC,2000,2000-12-31,N
5968,RYERSON HOLDING CORP,1996,1996-12-31,N
5968,RYERSON HOLDING CORP,1997,1997-12-31,N
5968,RYERSON HOLDING CORP,1998,1998-12-31,N
5968,RYERSON HOLDING CORP,1999,1999-12-31,N
5968,RYERSON HOLDING CORP,2000,2000-12-31,N
5968,RYERSON HOLDING CORP,2001,2001-12-31,N
5968,RYERSON HOLDING CORP,2002,2002-12-31,N
5968,RYERSON HOLDING CORP,2003,2003-12-31,N
5968,RYERSON HOLDING CORP,2004,2004-12-31,N
5968,RYERSON HOLDING CORP,2005,2005-12-31,N
5968,RYERSON HOLDING CORP,2006,2006-12-31,N
5968,RYERSON HOLDING CORP,2007,2007-12-31,N
5968,RYERSON HOLDING CORP,2008,2008-12-31,N
5968,RYERSON HOLDING CORP,2009,2009-12-31,N
5968,RYERSON HOLDING CORP,2012,2012-12-31,N
5968,RYERSON HOLDING CORP,2013,2013-12-31,N
5976,INSILCO HOLDING CO,1998,1998-12-31,N
6025,FURNITURE BRANDS INTL INC,1996,1996-12-31,NA
6025,FURNITURE BRANDS INTL INC,1997,1997-12-31,NA
6025,FURNITURE BRANDS INTL INC,1998,1998-12-31,NA
6025,FURNITURE BRANDS INTL INC,1999,1999-12-31,NA
6025,FURNITURE BRANDS INTL INC,2000,2000-12-31,NA
6025,FURNITURE BRANDS INTL INC,2001,2001-12-31,NA
6025,FURNITURE BRANDS INTL INC,2002,2002-12-31,NA
6025,FURNITURE BRANDS INTL INC,2003,2003-12-31,NA
6025,FURNITURE BRANDS INTL INC,2004,2004-12-31,NA
6025,FURNITURE BRANDS INTL INC,2005,2005-12-31,NA
6025,FURNITURE BRANDS INTL INC,2006,2006-12-31,NA
6025,FURNITURE BRANDS INTL INC,2007,2007-12-31,NA
6025,FURNITURE BRANDS INTL INC,2008,2008-12-31,NA
6025,FURNITURE BRANDS INTL INC,2009,2009-12-31,NA
6025,FURNITURE BRANDS INTL INC,2010,2010-12-31,NA
6025,FURNITURE BRANDS INTL INC,2011,2011-12-31,NA
6025,FURNITURE BRANDS INTL INC,2012,2012-12-31,NA
6034,INTERFACE INC,2002,2002-12-31,N
6034,INTERFACE INC,2004,2004-12-31,N
6034,INTERFACE INC,2009,2009-12-31,N
6034,INTERFACE INC,2020,2020-12-31,N
6066,INTL BUSINESS MACHINES CORP,1996,1996-12-31,NA
6066,INTL BUSINESS MACHINES CORP,1997,1997-12-31,NA
6066,INTL BUSINESS MACHINES CORP,1998,1998-12-31,NA
6066,INTL BUSINESS MACHINES CORP,1999,1999-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2000,2000-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2001,2001-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2002,2002-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2003,2003-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2004,2004-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2005,2005-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2006,2006-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2007,2007-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2008,2008-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2009,2009-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2010,2010-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2011,2011-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2012,2012-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2013,2013-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2014,2014-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2015,2015-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2016,2016-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2017,2017-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2018,2018-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2019,2019-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2020,2020-12-31,NA
6066,INTL BUSINESS MACHINES CORP,2021,2021-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,1996,1996-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,1997,1997-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,1998,1998-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,1999,1999-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2000,2000-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2001,2001-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2002,2002-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2003,2003-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2004,2004-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2005,2005-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2006,2006-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2007,2007-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2008,2008-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2009,2009-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2010,2010-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2011,2011-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2012,2012-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2013,2013-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2014,2014-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2015,2015-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2016,2016-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2017,2017-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2018,2018-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2019,2019-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2020,2020-12-31,NA
6078,INTL FLAVORS & FRAGRANCES,2021,2021-12-31,NA
6081,NAVISTAR INTERNATIONAL CORP,2006,2006-10-31,N
6102,INTL MULTIFOODS CORP,1996,1997-02-28,NA
6102,INTL MULTIFOODS CORP,1997,1998-02-28,NA
6102,INTL MULTIFOODS CORP,1998,1999-02-28,NA
6102,INTL MULTIFOODS CORP,1999,2000-02-29,NA
6102,INTL MULTIFOODS CORP,2000,2001-02-28,NA
6102,INTL MULTIFOODS CORP,2001,2002-02-28,NA
6102,INTL MULTIFOODS CORP,2002,2003-02-28,NA
6102,INTL MULTIFOODS CORP,2003,2004-02-29,NA
6104,INTL PAPER CO,1996,1996-12-31,NA
6104,INTL PAPER CO,1997,1997-12-31,NA
6104,INTL PAPER CO,1998,1998-12-31,NA
6104,INTL PAPER CO,1999,1999-12-31,NA
6104,INTL PAPER CO,2000,2000-12-31,NA
6104,INTL PAPER CO,2001,2001-12-31,NA
6104,INTL PAPER CO,2002,2002-12-31,NA
6104,INTL PAPER CO,2003,2003-12-31,NA
6104,INTL PAPER CO,2004,2004-12-31,NA
6104,INTL PAPER CO,2005,2005-12-31,NA
6104,INTL PAPER CO,2006,2006-12-31,NA
6104,INTL PAPER CO,2007,2007-12-31,NA
6104,INTL PAPER CO,2008,2008-12-31,NA
6104,INTL PAPER CO,2009,2009-12-31,NA
6104,INTL PAPER CO,2010,2010-12-31,NA
6104,INTL PAPER CO,2011,2011-12-31,NA
6104,INTL PAPER CO,2012,2012-12-31,NA
6104,INTL PAPER CO,2013,2013-12-31,NA
6104,INTL PAPER CO,2014,2014-12-31,NA
6104,INTL PAPER CO,2015,2015-12-31,NA
6104,INTL PAPER CO,2016,2016-12-31,NA
6104,INTL PAPER CO,2017,2017-12-31,NA
6104,INTL PAPER CO,2018,2018-12-31,NA
6104,INTL PAPER CO,2019,2019-12-31,NA
6104,INTL PAPER CO,2020,2020-12-31,NA
6104,INTL PAPER CO,2021,2021-12-31,NA
6136,INTERPUBLIC GROUP OF COS,1996,1996-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2000,2000-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2004,2004-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2005,2005-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2006,2006-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2007,2007-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2008,2008-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2009,2009-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2010,2010-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2011,2011-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2012,2012-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2013,2013-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2014,2014-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2015,2015-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2016,2016-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2017,2017-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2018,2018-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2019,2019-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2020,2020-12-31,NA
6136,INTERPUBLIC GROUP OF COS,2021,2021-12-31,NA
6140,INTERSTATE BAKERIES CORP,1996,1997-05-31,N
6196,ANIXTER INTL INC,1996,1996-12-31,NA
6196,ANIXTER INTL INC,1997,1997-12-31,NA
6196,ANIXTER INTL INC,1998,1998-12-31,NA
6196,ANIXTER INTL INC,1999,1999-12-31,NA
6196,ANIXTER INTL INC,2000,2000-12-31,NA
6196,ANIXTER INTL INC,2001,2001-12-31,NA
6196,ANIXTER INTL INC,2002,2002-12-31,NA
6196,ANIXTER INTL INC,2003,2003-12-31,NA
6196,ANIXTER INTL INC,2004,2004-12-31,NA
6196,ANIXTER INTL INC,2005,2005-12-31,NA
6196,ANIXTER INTL INC,2006,2006-12-31,NA
6196,ANIXTER INTL INC,2007,2007-12-31,NA
6196,ANIXTER INTL INC,2008,2008-12-31,NA
6196,ANIXTER INTL INC,2009,2009-12-31,NA
6196,ANIXTER INTL INC,2010,2010-12-31,NA
6196,ANIXTER INTL INC,2011,2011-12-31,NA
6196,ANIXTER INTL INC,2012,2012-12-31,NA
6196,ANIXTER INTL INC,2013,2013-12-31,NA
6196,ANIXTER INTL INC,2014,2014-12-31,NA
6196,ANIXTER INTL INC,2015,2015-12-31,NA
6196,ANIXTER INTL INC,2016,2016-12-31,NA
6196,ANIXTER INTL INC,2017,2017-12-31,NA
6196,ANIXTER INTL INC,2018,2018-12-31,NA
6196,ANIXTER INTL INC,2019,2019-12-31,NA
6216,JACOBS SOLUTIONS INC,1996,1996-09-30,N
6216,JACOBS SOLUTIONS INC,1997,1997-09-30,N
6216,JACOBS SOLUTIONS INC,1998,1998-09-30,N
6216,JACOBS SOLUTIONS INC,1999,1999-09-30,N
6216,JACOBS SOLUTIONS INC,2000,2000-09-30,N
6216,JACOBS SOLUTIONS INC,2001,2001-09-30,N
6216,JACOBS SOLUTIONS INC,2002,2002-09-30,N
6216,JACOBS SOLUTIONS INC,2003,2003-09-30,N
6216,JACOBS SOLUTIONS INC,2004,2004-09-30,N
6216,JACOBS SOLUTIONS INC,2005,2005-09-30,N
6216,JACOBS SOLUTIONS INC,2006,2006-09-30,N
6216,JACOBS SOLUTIONS INC,2007,2007-09-30,N
6216,JACOBS SOLUTIONS INC,2008,2008-09-30,N
6216,JACOBS SOLUTIONS INC,2009,2009-09-30,N
6216,JACOBS SOLUTIONS INC,2010,2010-09-30,N
6216,JACOBS SOLUTIONS INC,2011,2011-09-30,N
6216,JACOBS SOLUTIONS INC,2012,2012-09-30,N
6216,JACOBS SOLUTIONS INC,2013,2013-09-30,N
6216,JACOBS SOLUTIONS INC,2014,2014-09-30,N
6216,JACOBS SOLUTIONS INC,2015,2015-09-30,N
6216,JACOBS SOLUTIONS INC,2016,2016-09-30,N
6216,JACOBS SOLUTIONS INC,2017,2017-09-30,N
6216,JACOBS SOLUTIONS INC,2018,2018-09-30,N
6216,JACOBS SOLUTIONS INC,2019,2019-09-30,N
6216,JACOBS SOLUTIONS INC,2020,2020-09-30,N
6216,JACOBS SOLUTIONS INC,2021,2021-09-30,N
6223,EMCOR GROUP INC,1996,1996-12-31,N
6226,FORT JAMES CORP,1996,1996-12-31,N
6242,SMURFIT-STONE CONTAINER CORP,1996,1996-12-31,N
6242,SMURFIT-STONE CONTAINER CORP,2003,2003-12-31,N
6242,SMURFIT-STONE CONTAINER CORP,2005,2005-12-31,N
6242,SMURFIT-STONE CONTAINER CORP,2006,2006-12-31,N
6242,SMURFIT-STONE CONTAINER CORP,2010,2010-12-31,N
6266,JOHNSON & JOHNSON,2015,2015-12-31,N
6266,JOHNSON & JOHNSON,2020,2020-12-31,N
6268,JOHNSON CONTROLS INTL PLC,2005,2005-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2006,2006-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2008,2008-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2009,2009-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2010,2010-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2011,2011-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2012,2012-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2013,2013-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2014,2014-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2015,2015-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2016,2016-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2017,2017-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2018,2018-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2019,2019-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2020,2020-09-30,NA
6268,JOHNSON CONTROLS INTL PLC,2021,2021-09-30,NA
6288,JOSTENS INC,1997,1997-12-31,N
6307,SEARS HOLDINGS CORP,1996,1997-01-31,N
6307,SEARS HOLDINGS CORP,2004,2005-01-31,N
6326,KAMAN CORP,2020,2020-12-31,N
6326,KAMAN CORP,2021,2021-12-31,N
6347,WASHINGTON GROUP INTL INC,1996,1996-11-30,NA
6347,WASHINGTON GROUP INTL INC,1997,1997-11-30,NA
6347,WASHINGTON GROUP INTL INC,1998,1998-11-30,NA
6347,WASHINGTON GROUP INTL INC,1999,1999-11-30,NA
6347,WASHINGTON GROUP INTL INC,2002,2002-12-31,NA
6349,KATY INDUSTRIES INC,1996,1996-12-31,N
6375,KELLOGG CO,2008,2008-12-31,N
6375,KELLOGG CO,2014,2014-12-31,N
6375,KELLOGG CO,2020,2020-12-31,N
6379,KELLY SERVICES INC  -CL A,2005,2005-12-31,NA
6379,KELLY SERVICES INC  -CL A,2006,2006-12-31,NA
6379,KELLY SERVICES INC  -CL A,2007,2007-12-31,NA
6379,KELLY SERVICES INC  -CL A,2008,2008-12-31,NA
6379,KELLY SERVICES INC  -CL A,2009,2009-12-31,NA
6379,KELLY SERVICES INC  -CL A,2010,2010-12-31,NA
6379,KELLY SERVICES INC  -CL A,2011,2011-12-31,NA
6379,KELLY SERVICES INC  -CL A,2012,2012-12-31,NA
6379,KELLY SERVICES INC  -CL A,2013,2013-12-31,NA
6379,KELLY SERVICES INC  -CL A,2014,2014-12-31,NA
6379,KELLY SERVICES INC  -CL A,2015,2015-12-31,NA
6379,KELLY SERVICES INC  -CL A,2016,2016-12-31,NA
6379,KELLY SERVICES INC  -CL A,2017,2017-12-31,NA
6379,KELLY SERVICES INC  -CL A,2018,2018-12-31,NA
6379,KELLY SERVICES INC  -CL A,2019,2019-12-31,NA
6379,KELLY SERVICES INC  -CL A,2020,2020-12-31,NA
6379,KELLY SERVICES INC  -CL A,2021,2021-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,1996,1996-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,1997,1997-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,1998,1998-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,1999,1999-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2000,2000-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2001,2001-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2002,2002-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2003,2003-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2004,2004-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2005,2005-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2006,2006-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2007,2007-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2008,2008-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2009,2009-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2010,2010-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2011,2011-12-31,NA
6424,KEYSTONE CONS INDUSTRIES INC,2012,2012-12-31,NA
6433,KIMBALL INTERNATIONAL  -CL B,1996,1996-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,1997,1997-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,1998,1998-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,1999,1999-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2000,2000-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2001,2001-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2002,2002-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2003,2003-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2004,2004-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2005,2005-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2006,2006-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2007,2007-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2008,2008-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2009,2009-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2010,2010-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2011,2011-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2012,2012-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2013,2013-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2014,2014-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2015,2015-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2016,2016-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2017,2017-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2018,2018-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2019,2019-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2020,2020-06-30,NA
6433,KIMBALL INTERNATIONAL  -CL B,2021,2021-06-30,NA
6531,LTV CORP,1996,1996-12-31,N
6565,LAM RESEARCH CORP,1997,1997-06-30,N
6649,LEGGETT & PLATT INC,1996,1996-12-31,N
6669,LENNAR CORP,2005,2005-11-30,N
6669,LENNAR CORP,2006,2006-11-30,N
6669,LENNAR CORP,2007,2007-11-30,N
6669,LENNAR CORP,2008,2008-11-30,N
6669,LENNAR CORP,2009,2009-11-30,N
6669,LENNAR CORP,2010,2010-11-30,N
6669,LENNAR CORP,2011,2011-11-30,N
6669,LENNAR CORP,2012,2012-11-30,N
6669,LENNAR CORP,2013,2013-11-30,N
6669,LENNAR CORP,2014,2014-11-30,N
6669,LENNAR CORP,2015,2015-11-30,N
6669,LENNAR CORP,2016,2016-11-30,N
6669,LENNAR CORP,2017,2017-11-30,N
6669,LENNAR CORP,2018,2018-11-30,N
6669,LENNAR CORP,2019,2019-11-30,N
6669,LENNAR CORP,2020,2020-11-30,N
6669,LENNAR CORP,2021,2021-11-30,N
6737,LINCOLN ELECTRIC HLDGS INC,1996,1996-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,1997,1997-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,1998,1998-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,1999,1999-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2000,2000-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2001,2001-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2002,2002-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2003,2003-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2004,2004-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2005,2005-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2006,2006-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2007,2007-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2008,2008-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2009,2009-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2010,2010-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2011,2011-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2012,2012-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2013,2013-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2014,2014-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2015,2015-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2016,2016-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2017,2017-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2018,2018-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2019,2019-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2020,2020-12-31,NA
6737,LINCOLN ELECTRIC HLDGS INC,2021,2021-12-31,NA
