Global Company Key,Company Name,Row Number,Page Number,Filing Date,Doctype
5071,"General Mills, Inc.",9,5,05/26/1979,Annual Report
5071,"General Mills, Inc.",10,5,05/27/1978,Annual Report
5071,"General Mills, Inc.",1,6,05/28/1977,Annual Report
5071,"General Mills, Inc.",2,6,05/29/1976,Annual Report
5071,"General Mills, Inc.",3,6,05/25/1974,Annual Report
5071,"General Mills, Inc.",4,6,05/26/1973,Annual Report
5071,"General Mills, Inc.",5,6,05/27/1972,Annual Report
5071,"General Mills, Inc.",6,6,05/29/1971,Annual Report
5071,"General Mills, Inc.",7,6,05/30/1970,Annual Report
5071,"General Mills, Inc.",8,6,05/24/1969,Annual Report
5071,"General Mills, Inc.",9,6,05/25/1968,Annual Report
5071,"General Mills, Inc.",10,6,05/27/1967,Annual Report
5071,"General Mills, Inc.",1,7,05/30/1951,Annual Report
5071,"General Mills Canada, Inc.",2,7,04/25/1981,Annual Report
5109,Genesco Inc.,1,1,01/27/2012,Annual Report
5109,Genesco Inc.,2,1,01/28/2011,Annual Report
5109,Genesco Inc.,3,1,01/30/2010,Annual Report
5109,Genesco Inc.,4,1,01/30/2009,Annual Report
5109,Genesco Inc.,5,1,02/01/2008,Annual Report
5109,Genesco Inc.,6,1,02/02/2007,Annual Report
5109,Genesco Inc.,7,1,01/27/2006,Annual Report
5109,Genesco Inc.,8,1,01/28/2005,Annual Report
5109,Genesco Inc.,9,1,01/30/2004,Annual Report
5109,Genesco Inc.,10,1,01/31/2003,Annual Report
5109,Genesco Inc.,1,2,02/01/2002,Annual Report
5109,Genesco Inc.,2,2,02/02/2001,Annual Report
5109,Genesco Inc.,3,2,01/28/2000,Annual Report
5109,Genesco Inc.,4,2,01/29/1999,Annual Report
5109,Genesco Inc.,5,2,01/30/1998,Annual Report
5109,Genesco Inc.,6,2,01/31/1997,Annual Report
5109,Genesco Inc.,7,2,01/30/1996,Annual Report
5109,Genesco Inc.,8,2,01/30/1995,Annual Report
5109,Genesco Inc.,9,2,01/30/1994,Annual Report
5109,Genesco Inc.,10,2,01/30/1993,Annual Report
5109,Genesco Inc.,1,3,01/30/1992,Annual Report
5109,Genesco Inc.,2,3,01/30/1991,Annual Report
5109,Genesco Inc.,3,3,01/30/1990,Annual Report
5109,Genesco Inc.,4,3,01/30/1989,Annual Report
5109,Genesco Inc.,5,3,01/30/1988,Annual Report
5109,Genesco Inc.,6,3,01/30/1987,Annual Report
5109,Genesco Inc.,7,3,07/30/1984,Annual Report
5109,Genesco Inc.,8,3,07/30/1980,Annual Report
5125,Genuine Parts Co.,1,1,12/30/2010,Annual Report
5125,Genuine Parts Co.,2,1,12/30/2008,Annual Report
5125,Genuine Parts Co.,3,1,12/30/2007,Annual Report
5125,Genuine Parts Co.,4,1,12/30/2006,Annual Report
5125,Genuine Parts Co.,5,1,12/30/2005,Annual Report
5125,Genuine Parts Co.,6,1,12/30/2005,Annual Report
5125,Genuine Parts Co.,7,1,12/30/2004,Annual Report
5125,Genuine Parts Co.,8,1,12/30/2004,Annual Report
5125,Genuine Parts Co.,9,1,12/30/2003,Annual Report
5125,Genuine Parts Co.,10,1,12/30/2003,Annual Report
5125,Genuine Parts Co.,1,2,12/30/2002,Annual Report
5125,Genuine Parts Co.,2,2,12/30/2002,Annual Report
5125,Genuine Parts Co.,3,2,12/30/2001,Annual Report
5125,Genuine Parts Co.,4,2,12/30/2000,Annual Report
5125,Genuine Parts Co.,5,2,12/30/1999,Annual Report
5125,GENUINE PARTS CO *,6,2,12/30/1999,Annual Report
5125,Genuine Parts Co.,7,2,12/30/1998,Annual Report
5125,GENUINE PARTS CO *,8,2,12/30/1998,Annual Report
5125,Genuine Parts Co.,9,2,12/30/1997,Annual Report
5125,GENUINE PARTS CO *,10,2,12/30/1997,Annual Report
5125,Genuine Parts Co.,1,3,12/30/1996,Annual Report
5125,GENUINE PARTS CO *,2,3,12/30/1996,Annual Report
5125,GENUINE PARTS CO *,3,3,12/30/1995,Annual Report
5134,GEORGIA-PACIFIC CORP *,1,1,12/30/2002,Annual Report
5134,GEORGIA-PACIFIC CORP *,2,1,12/30/2001,Annual Report
5134,GEORGIA-PACIFIC CORP *,3,1,12/30/2000,Annual Report
5134,Georgia-Pacific Corp. - Georgia Pacific Group,4,1,12/31/1999,Annual Report
5134,Georgia-Pacific Corp. - Timber Group,5,1,12/31/1999,Annual Report
5134,GEORGIA-PACIFIC CORP *,6,1,12/30/1999,Annual Report
5134,Georgia-Pacific Corp.,7,1,12/30/1998,Annual Report
5134,Georgia-Pacific Corp. - Georgia Pacific Group,8,1,12/30/1998,Annual Report
5134,Georgia-Pacific Corp. - Timber Group,9,1,12/30/1998,Annual Report
5134,GEORGIA-PACIFIC CORP *,10,1,12/30/1998,Annual Report
5134,Georgia-Pacific Corp.,1,2,12/30/1997,Annual Report
5134,Georgia-Pacific Corp. - Georgia Pacific Group,2,2,12/30/1997,Annual Report
5134,GEORGIA-PACIFIC CORP *,3,2,12/30/1997,Annual Report
5134,GEORGIA-PACIFIC CORP *,4,2,12/30/1996,Annual Report
5134,Georgia-Pacific Corp.,5,2,12/30/1996,Annual Report
5134,GEORGIA-PACIFIC CORP *,6,2,12/30/1995,Annual Report
5134,Georgia-Pacific Corp.,7,2,12/30/1995,Annual Report
5134,GEORGIA-PACIFIC CORP *,8,2,12/30/1994,Annual Report
5134,Georgia-Pacific Corp.,9,2,12/30/1993,Annual Report
5134,Georgia-Pacific Corp.,10,2,12/30/1992,Annual Report
5134,Georgia-Pacific Corp.,1,3,12/30/1991,Annual Report
5134,Georgia-Pacific Corp.,2,3,12/30/1990,Annual Report
5134,Georgia-Pacific Corp.,3,3,12/30/1990,Annual Report
5134,Georgia-Pacific Corp.,4,3,12/30/1989,Annual Report
5134,Georgia-Pacific Corp.,5,3,12/30/1989,Annual Report
5134,Georgia-Pacific Corp.,6,3,12/30/1989,Annual Report
5134,Georgia-Pacific Corp.,7,3,12/30/1988,Annual Report
5134,Georgia-Pacific Corp.,8,3,12/30/1987,Annual Report
5134,Georgia-Pacific Corp.,9,3,12/30/1987,Annual Report
5134,Georgia-Pacific Corp.,10,3,12/30/1987,Annual Report
5134,Georgia-Pacific Corp.,1,4,12/30/1991,Annual Report
5134,Georgia-Pacific Corp.,2,4,12/30/1990,Annual Report
5134,Georgia-Pacific Corp.,3,4,12/30/1990,Annual Report
5134,Georgia-Pacific Corp.,4,4,12/30/1989,Annual Report
5134,Georgia-Pacific Corp.,5,4,12/30/1989,Annual Report
5134,Georgia-Pacific Corp.,6,4,12/30/1989,Annual Report
5134,Georgia-Pacific Corp.,7,4,12/30/1988,Annual Report
5134,Georgia-Pacific Corp.,8,4,12/30/1987,Annual Report
5134,Georgia-Pacific Corp.,9,4,12/30/1987,Annual Report
5134,Georgia-Pacific Corp.,10,4,12/30/1987,Annual Report
5169,Gillette Co (The),1,1,12/30/2003,Annual Report
5169,Gillette Co (The),2,1,12/30/2001,Annual Report
5169,Gillette Co (The),3,1,12/30/2000,Annual Report
5169,Gillette Co (The),4,1,12/30/1999,Annual Report
5169,Gillette Co (The),5,1,12/30/1998,Annual Report
5169,Gillette Co (The),6,1,12/30/1997,Annual Report
5169,Gillette Co (The),7,1,12/30/1997,Annual Report
5169,Gillette Co (The),8,1,12/30/1996,Annual Report
5169,Gillette Co (The),9,1,12/30/1996,Annual Report
5169,Gillette Co (The),10,1,12/30/1995,Annual Report
5169,Gillette Co (The),1,2,12/30/1995,Annual Report
5169,Gillette Co (The),2,2,12/30/1994,Annual Report
5169,Gillette Co (The) *,3,2,12/30/1993,Annual Report
5169,Gillette Co (The),4,2,12/30/1992,Annual Report
5169,Gillette Co (The),5,2,12/30/1991,Annual Report
5169,Gillette Co (The),6,2,12/30/1990,Annual Report
5169,Gillette Co (The),7,2,12/30/1990,Annual Report
5169,Gillette Co (The),8,2,12/30/1989,Annual Report
5169,Gillette Co (The),9,2,12/30/1988,Annual Report
5169,Gillette Co (The),10,2,12/30/1987,Annual Report
5169,Gillette Co (The),1,3,12/30/1986,Annual Report
5179,Glatfelter Corp,1,1,12/30/2010,Annual Report
5179,Glatfelter Corp,2,1,12/30/2000,Annual Report
5179,Glatfelter Corp,3,1,12/30/1999,Annual Report
5179,Glatfelter Corp,4,1,12/30/1998,Annual Report
5179,Glatfelter Corp,5,1,12/30/1997,Annual Report
5179,Glatfelter Corp,6,1,12/30/1996,Annual Report
5208,Gold Kist Inc (DE),1,1,06/27/1997,Annual Report
5208,Gold Kist Inc (DE),2,1,06/28/1996,Annual Report
5208,Gold Kist Inc (DE),3,1,06/30/1995,Annual Report
5208,Gold Kist Inc (DE) *,4,1,06/23/1994,Annual Report
5208,Gold Kist Inc (DE),5,1,06/25/1993,Annual Report
5208,Gold Kist Inc (DE),6,1,06/26/1992,Annual Report
5208,Gold Kist Inc (DE),7,1,06/28/1991,Annual Report
5208,Gold Kist Inc (DE),8,1,06/29/1990,Annual Report
5208,Gold Kist Inc (DE),9,1,06/29/1989,Annual Report
5208,Gold Kist Inc (DE),10,1,06/29/1988,Annual Report
5208,Gold Kist Inc (DE),1,2,06/29/1987,Annual Report
5208,Gold Kist Inc (DE),2,2,06/29/1986,Annual Report
5208,Gold Kist Inc.,3,2,06/29/1974,Annual Report
5208,Gold Kist Inc.,4,2,06/29/1973,Annual Report
5208,Gold Kist Inc.,5,2,06/29/1972,Annual Report
5208,Gold Kist Inc.,6,2,06/29/1971,Annual Report
5229,Goodrich Corp.,1,1,12/30/2002,Annual Report
5229,GOODRICH CORP *,2,1,12/30/2002,Annual Report
5229,Goodrich Corp.,3,1,12/30/2001,Annual Report
5229,Goodrich Corp.,4,1,12/30/2000,Annual Report
5229,Goodrich Corp.,5,1,12/30/1999,Annual Report
5229,Goodrich Corp.,6,1,12/30/1997,Annual Report
5229,Goodrich Corp.,7,1,12/30/1996,Annual Report
5229,Goodrich Corp.,8,1,12/30/1995,Annual Report
5229,Goodrich Corp.,9,1,12/30/1994,Annual Report
5229,Goodrich Corp.,10,1,12/30/1993,Annual Report
5229,Goodrich Corp.,1,2,12/30/1992,Annual Report
5229,Goodrich Corp.,2,2,12/30/1991,Annual Report
5229,Goodrich Corp.,3,2,12/30/1990,Annual Report
5229,Goodrich Corp.,4,2,12/30/1989,Annual Report
5229,Goodrich Corp.,5,2,12/30/1988,Annual Report
5229,Goodrich Corp.,6,2,12/30/1987,Annual Report
5229,Goodrich Corp.,7,2,12/30/1986,Annual Report
5229,Goodrich Petroleum Corp,8,2,12/30/2009,Annual Report
5234,Goodyear Tire & Rubber Co.,1,1,12/30/2021,Annual Report
5234,Goodyear Tire & Rubber Co.,2,1,12/30/2020,Annual Report
5234,Goodyear Tire & Rubber Co.,3,1,12/30/2019,Annual Report
5234,Goodyear Tire & Rubber Co.,4,1,12/30/2018,Annual Report
5234,Goodyear Tire & Rubber Co.,5,1,12/30/2015,Annual Report
5234,Goodyear Tire & Rubber Co.,6,1,12/30/2014,Annual Report
5234,Goodyear Tire & Rubber Co.,7,1,12/30/2013,Annual Report
5234,Goodyear Tire & Rubber Co.,8,1,12/30/2012,Annual Report
5234,Goodyear Tire & Rubber Co.,9,1,12/30/2011,Annual Report
5234,Goodyear Tire & Rubber Co.,10,1,12/30/2010,Annual Report
5234,Goodyear Tire & Rubber Co.,1,2,12/30/2009,Annual Report
5234,Goodyear Tire & Rubber Co.,2,2,12/30/2008,Annual Report
5234,Goodyear Tire & Rubber Co.,3,2,12/30/2007,Annual Report
5234,Goodyear Tire & Rubber Co.,4,2,12/30/2006,Annual Report
5234,Goodyear Tire & Rubber Co.,5,2,12/30/2005,Annual Report
5234,Goodyear Tire & Rubber Co.,6,2,12/30/2004,Annual Report
5234,Goodyear Tire & Rubber Co.,7,2,12/30/2003,Annual Report
5234,Goodyear Tire & Rubber Co.,8,2,12/30/2003,Annual Report
5234,Goodyear Tire & Rubber Co.,9,2,12/30/2002,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (THE) *,10,2,12/30/2002,Annual Report
5234,Goodyear Tire & Rubber Co.,1,3,12/30/2002,Annual Report
5234,Goodyear Tire & Rubber Co.,2,3,12/30/2001,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (THE) *,3,3,12/30/2001,Annual Report
5234,Goodyear Tire & Rubber Co.,4,3,12/30/2001,Annual Report
5234,Goodyear Tire & Rubber Co.,5,3,12/31/2000,Annual Report
5234,Goodyear Tire & Rubber Co.,6,3,12/30/2000,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (GREAT BRITAIN) LTD (THE) *,7,3,12/30/2000,Annual Report
5234,Goodyear Tire & Rubber Co.,8,3,12/31/1999,Annual Report
5234,Goodyear Tire & Rubber Co.,9,3,12/30/1999,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (GREAT BRITAIN) LTD (THE) *,10,3,12/30/1999,Annual Report
5234,Goodyear Tire & Rubber Co.,1,4,12/31/1998,Annual Report
5234,Goodyear Tire & Rubber Co.,2,4,12/30/1998,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (GREAT BRITAIN) LTD (THE) *,3,4,12/30/1998,Annual Report
5234,Goodyear Tire & Rubber Co.,4,4,12/31/1997,Annual Report
5234,Goodyear Tire & Rubber Co.,5,4,12/30/1997,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (GREAT BRITAIN) LTD (THE) *,6,4,12/30/1997,Annual Report
5234,Goodyear Tire & Rubber Co.,7,4,12/31/1996,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (GREAT BRITAIN) LTD (THE) *,8,4,12/30/1996,Annual Report
5234,Goodyear Tire & Rubber Co.,9,4,12/30/1996,Annual Report
5234,Goodyear Tire & Rubber Co.,10,4,12/31/1995,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (GREAT BRITAIN) LTD (THE) *,1,5,12/30/1995,Annual Report
5234,Goodyear Tire & Rubber Co.,2,5,12/30/1995,Annual Report
5234,GOODYEAR TIRE & RUBBER CO (GREAT BRITAIN) LTD (THE) *,3,5,12/30/1994,Annual Report
5234,Goodyear Tire & Rubber Co.,4,5,12/30/1994,Annual Report
5234,Goodyear Tire & Rubber Co. *,5,5,12/30/1993,Annual Report
5234,Goodyear Tire & Rubber Co.,6,5,12/30/1992,Annual Report
5234,Goodyear Tire & Rubber Co.,7,5,12/30/1991,Annual Report
5234,Goodyear Tire & Rubber Co.,8,5,12/30/1990,Annual Report
5234,Goodyear Tire & Rubber Co.,9,5,12/30/1990,Annual Report
5234,Goodyear Tire & Rubber Co.,10,5,12/30/1989,Annual Report
5234,Goodyear Tire & Rubber Co.,1,6,12/30/1989,Annual Report
5234,Goodyear Tire & Rubber Co.,2,6,12/30/1988,Annual Report
5234,Goodyear Tire & Rubber Co.,3,6,12/30/1987,Annual Report
5234,Goodyear Tire & Rubber Co.,4,6,12/30/1987,Annual Report
5234,Goodyear Tire & Rubber Co.,5,6,12/30/1986,Annual Report
5234,Goodyear Tire & Rubber Co.,6,6,12/30/1986,Annual Report
5234,Goodyear Tire & Rubber Co.,7,6,12/30/1985,Annual Report
5234,Goodyear Tire & Rubber Co.,8,6,12/30/1985,Annual Report
5234,Goodyear Tire & Rubber Co.,9,6,12/30/1984,Annual Report
5234,Goodyear Tire & Rubber Co.,10,6,12/30/1983,Annual Report
5234,Goodyear Tire & Rubber Co.,1,7,12/30/1965,Annual Report
5247,"Goulds Pumps, Inc.",1,1,12/30/1996,Annual Report
5306,GREAT LAKES CHEMICAL CORP *,1,1,12/30/2002,Annual Report
5306,GREAT LAKES CHEMICAL CORP *,2,1,12/30/2001,Annual Report
5306,Great Lakes Chemical Corp.,3,1,12/30/2000,Annual Report
5306,GREAT LAKES CHEMICAL CORP *,4,1,12/30/2000,Annual Report
5306,Great Lakes Chemical Corp.,5,1,12/30/1999,Annual Report
5306,Great Lakes Chemical Corp.,6,1,12/30/1998,Annual Report
5306,Great Lakes Chemical Corp.,7,1,12/30/1997,Annual Report
5306,Great Lakes Chemical Corp.,8,1,12/30/1996,Annual Report
5377,"Guilford Mills, Inc.",1,1,09/30/2000,Annual Report
5377,"Guilford Mills, Inc.",2,1,10/02/1999,Annual Report
5377,"Guilford Mills, Inc.",3,1,09/26/1998,Annual Report
5377,"Guilford Mills, Inc.",4,1,09/27/1997,Annual Report
5439,HALLIBURTON CO *,1,1,12/30/2002,Annual Report
5439,HALLIBURTON CO *,2,1,12/30/2002,Annual Report
5439,HALLIBURTON CO *,3,1,12/30/2001,Annual Report
5439,HALLIBURTON CO *,4,1,12/30/2000,Annual Report
5439,HALLIBURTON CO *,5,1,12/30/1999,Annual Report
5439,HALLIBURTON CO *,6,1,12/30/1998,Annual Report
5464,Hanna (M.A.) Co.,1,1,12/30/1999,Annual Report
5464,Hanna (M.A.) Co.,2,1,12/30/1998,Annual Report
5464,Hanna (M.A.) Co.,3,1,12/30/1997,Annual Report
5464,Hanna (M.A.) Co.,4,1,12/30/1996,Annual Report
5464,M A HANNA CO *,5,1,12/30/1999,Annual Report
5492,L3Harris Technologies Inc,1,1,06/29/2017,Annual Report
5492,L3Harris Technologies Inc,2,1,06/26/2014,Annual Report
5492,L3Harris Technologies Inc,3,1,06/27/2013,Annual Report
5492,L3Harris Technologies Inc,4,1,06/28/2012,Annual Report
5492,L3Harris Technologies Inc,5,1,06/30/2011,Annual Report
5492,L3Harris Technologies Inc,6,1,07/01/2004,Annual Report
5492,L3Harris Technologies Inc,7,1,06/01/2000,Annual Report
5492,L3Harris Technologies Inc,8,1,12/30/1999,Annual Report
5492,L3Harris Technologies Inc,9,1,07/02/1998,Annual Report
5492,L3Harris Technologies Inc,10,1,06/26/1997,Annual Report
5492,L3Harris Technologies Inc,1,2,06/29/1996,Annual Report
5492,L3Harris Technologies Inc,2,2,06/29/1995,Annual Report
5496,Harsco Corp.,1,1,12/30/2009,Annual Report
5496,Harsco Corp.,2,1,12/30/2009,Annual Report
5496,Harsco Corp.,3,1,12/30/2008,Annual Report
5496,Harsco Corp.,4,1,12/30/2008,Annual Report
5496,Harsco Corp.,5,1,12/30/2006,Annual Report
5496,Harsco Corp.,6,1,12/30/2004,Annual Report
5496,Harsco Corp.,7,1,12/30/2000,Annual Report
5496,Harsco Corp.,8,1,12/30/1999,Annual Report
5496,Harsco Corp.,9,1,12/30/1998,Annual Report
5496,Harsco Corp.,10,1,12/30/1997,Annual Report
5496,Harsco Corp.,1,2,12/30/1996,Annual Report
5496,Harsco Corp.,2,2,12/30/1996,Annual Report
5496,Harsco Corp.,3,2,12/30/1996,Annual Report
5496,Harsco Corp.,4,2,12/30/1995,Annual Report
5496,Harsco Corp.,5,2,12/30/1995,Annual Report
5496,Harsco Corp.,6,2,12/30/1995,Annual Report
5496,Harsco Corp.,7,2,12/30/1993,Annual Report
5496,Harsco Corp.,8,2,12/30/1991,Annual Report
5496,Harsco Corp.,9,2,12/30/1991,Annual Report
5496,Harsco Corp.,10,2,12/30/1991,Annual Report
5496,Harsco Corp.,1,3,12/30/1990,Annual Report
5496,Harsco Corp.,2,3,12/30/1990,Annual Report
5496,Harsco Corp.,3,3,12/30/1990,Annual Report
5496,Harsco Corp.,4,3,12/30/1989,Annual Report
5496,Harsco Corp.,5,3,12/30/1989,Annual Report
5496,Harsco Corp.,6,3,12/30/1988,Annual Report
5496,Harsco Corp.,7,3,12/30/1988,Annual Report
5496,Harsco Corp.,8,3,12/30/1987,Annual Report
5496,Harsco Corp.,9,3,12/30/1987,Annual Report
5496,Harsco Corp.,10,3,12/30/1987,Annual Report
5496,Harsco Corp.,1,4,12/30/1986,Annual Report
5496,Harsco Corp.,2,4,12/30/1986,Annual Report
5496,Harsco Corp. *,3,4,12/30/1986,Annual Report
5496,Harsco Corp.,4,4,12/30/1985,Annual Report
5496,Harsco Corp.,5,4,12/30/1985,Annual Report
5496,Harsco Corp.,6,4,12/30/1984,Annual Report
5505,Hartmarx Corp.,1,1,11/29/1987,Annual Report
5505,Hartmarx Corp.,2,1,11/29/1986,Annual Report
5505,Hartmarx Corp.,3,1,11/29/1985,Annual Report
5505,Hartmarx Corp.,4,1,11/29/1983,Annual Report
5518,"Hasbro, Inc.",1,1,12/24/2011,Annual Report
5518,"Hasbro, Inc.",2,1,12/25/2010,Annual Report
5518,"Hasbro, Inc.",3,1,12/26/2009,Annual Report
5518,"Hasbro, Inc.",4,1,12/27/2008,Annual Report
5518,"Hasbro, Inc.",5,1,12/29/2007,Annual Report
5518,"Hasbro, Inc.",6,1,12/30/2006,Annual Report
5518,"Hasbro, Inc.",7,1,12/24/2005,Annual Report
5518,"Hasbro, Inc.",8,1,12/30/2004,Annual Report
5518,"Hasbro, Inc.",9,1,12/25/2004,Annual Report
5518,"Hasbro, Inc.",10,1,12/30/2003,Annual Report
5518,"Hasbro, Inc.",1,2,12/24/2011,Annual Report
5518,"Hasbro, Inc.",2,2,12/25/2010,Annual Report
5518,"Hasbro, Inc.",3,2,12/26/2009,Annual Report
5518,"Hasbro, Inc.",4,2,12/27/2008,Annual Report
5518,"Hasbro, Inc.",5,2,12/29/2007,Annual Report
5518,"Hasbro, Inc.",6,2,12/30/2006,Annual Report
5518,"Hasbro, Inc.",7,2,12/24/2005,Annual Report
5518,"Hasbro, Inc.",8,2,12/30/2004,Annual Report
5518,"Hasbro, Inc.",9,2,12/25/2004,Annual Report
5518,"Hasbro, Inc.",10,2,12/30/2003,Annual Report
5518,"Hasbro, Inc.",1,3,12/24/2011,Annual Report
5518,"Hasbro, Inc.",2,3,12/25/2010,Annual Report
5518,"Hasbro, Inc.",3,3,12/26/2009,Annual Report
5518,"Hasbro, Inc.",4,3,12/27/2008,Annual Report
5518,"Hasbro, Inc.",5,3,12/29/2007,Annual Report
5518,"Hasbro, Inc.",6,3,12/30/2006,Annual Report
5518,"Hasbro, Inc.",7,3,12/24/2005,Annual Report
5518,"Hasbro, Inc.",8,3,12/30/2004,Annual Report
5518,"Hasbro, Inc.",9,3,12/25/2004,Annual Report
5518,"Hasbro, Inc.",10,3,12/30/2003,Annual Report
5518,"Hasbro, Inc.",1,4,12/24/2011,Annual Report
5518,"Hasbro, Inc.",2,4,12/25/2010,Annual Report
5518,"Hasbro, Inc.",3,4,12/26/2009,Annual Report
5518,"Hasbro, Inc.",4,4,12/27/2008,Annual Report
5518,"Hasbro, Inc.",5,4,12/29/2007,Annual Report
5518,"Hasbro, Inc.",6,4,12/30/2006,Annual Report
5518,"Hasbro, Inc.",7,4,12/24/2005,Annual Report
5518,"Hasbro, Inc.",8,4,12/30/2004,Annual Report
5518,"Hasbro, Inc.",9,4,12/25/2004,Annual Report
5518,"Hasbro, Inc.",10,4,12/30/2003,Annual Report
5589,Hercules Inc.,1,1,12/30/1999,Annual Report
5589,Hercules Inc.,2,1,12/30/1998,Annual Report
5589,HERCULES INC *,3,1,12/30/1998,Annual Report
5589,Hercules Inc.,4,1,12/30/1997,Annual Report
5589,Hercules Inc.,5,1,12/30/1997,Annual Report
5589,HERCULES INC *,6,1,12/30/1997,Annual Report
5589,HERCULES INC *,7,1,12/30/1996,Annual Report
5589,Hercules Inc.,8,1,12/30/1996,Annual Report
5589,HERCULES INC *,9,1,12/30/1995,Annual Report
5589,Hercules Inc.,10,1,12/30/1995,Annual Report
5589,HERCULES INC *,1,2,12/30/1994,Annual Report
5589,Hercules Inc.,2,2,12/30/1992,Annual Report
5589,Hercules Inc.,3,2,12/30/1991,Annual Report
5589,Hercules Inc.,4,2,12/30/1990,Annual Report
5589,Hercules Inc.,5,2,12/30/1989,Annual Report
5589,Hercules Inc.,6,2,12/30/1988,Annual Report
5589,Hercules Inc.,7,2,12/30/1987,Annual Report
5589,Hercules Inc.,8,2,12/30/1986,Annual Report
5589,Hercules Inc.,9,2,12/30/1984,Annual Report
5589,Hercules Inc.,10,2,12/30/1983,Annual Report
5589,Hercules Inc.,1,3,12/30/1981,Annual Report
5589,Hercules Inc.,2,3,12/30/1979,Annual Report
5589,Hercules Offshore Inc,3,3,12/30/2011,Annual Report
5589,Hercules Offshore Inc,4,3,12/30/2008,Annual Report
5589,Hercules Offshore Inc,5,3,12/30/2007,Annual Report
5606,HP Inc,1,1,10/30/2018,Annual Report
5606,HP Inc,2,1,10/30/2017,Annual Report
5606,HP Inc,3,1,10/30/2016,Annual Report
5606,HP Inc,4,1,10/30/2015,Annual Report
5606,HP Inc,5,1,10/30/2015,Annual Report
5606,HP Inc,6,1,10/30/2015,Annual Report
5606,HP Inc,7,1,10/30/2014,Annual Report
5606,HP Inc,8,1,10/30/2013,Annual Report
5606,HP Inc,9,1,10/30/2012,Annual Report
5606,HP Inc,10,1,10/30/2012,Annual Report
5606,HP Inc,1,2,10/30/2011,Annual Report
5606,HP Inc,2,2,10/30/2011,Annual Report
5606,HP Inc,3,2,10/30/2010,Annual Report
5606,HP Inc,4,2,10/30/2009,Annual Report
5606,HP Inc,5,2,10/30/2008,Annual Report
5606,HP Inc,6,2,10/30/2007,Annual Report
5606,HP Inc,7,2,10/30/2006,Annual Report
5606,HP Inc,8,2,10/30/2005,Annual Report
5606,HP Inc,9,2,10/30/2004,Annual Report
5606,HP Inc,10,2,10/30/2003,Annual Report
5606,HP Inc,1,3,10/30/2002,Annual Report
5606,HP Inc,2,3,12/31/2000,Annual Report
5606,HP Inc,3,3,12/31/1999,Annual Report
5606,HP Inc,4,3,12/31/1998,Annual Report
5606,HP Inc,5,3,10/30/1998,Annual Report
5606,HP Inc,6,3,12/31/1997,Annual Report
5606,HP Inc,7,3,10/30/1997,Annual Report
5606,HP Inc *,8,3,10/30/1996,Annual Report
5606,HP Inc,9,3,10/30/1995,Annual Report
5680,Home Depot Inc,1,1,01/30/2010,Annual Report
5680,Home Depot Inc,2,1,04/28/2007,Annual Report
5680,Home Depot Inc,3,1,01/29/2005,Annual Report
5680,Home Depot Inc,4,1,01/29/2005,Annual Report
5680,Home Depot Inc,5,1,01/31/2004,Annual Report
5680,Home Depot Inc,6,1,01/31/2004,Annual Report
5680,Home Depot Inc,7,1,02/01/2003,Annual Report
5680,Home Depot Inc,8,1,02/01/2003,Annual Report
5680,HOME DEPOT INC (THE) *,9,1,12/30/2002,Annual Report
5680,Home Depot Inc,10,1,02/02/2002,Annual Report
5680,Home Depot Inc,1,2,02/02/2002,Annual Report
5680,HOME DEPOT INC (THE) *,2,2,12/30/2001,Annual Report
5680,Home Depot Inc,3,2,01/27/2001,Annual Report
5680,Home Depot Inc,4,2,01/29/2000,Annual Report
5680,HOME DEPOT INC (THE) *,5,2,12/30/1999,Annual Report
5680,Home Depot Inc,6,2,01/30/1999,Annual Report
5680,HOME DEPOT INC (THE) *,7,2,12/30/1998,Annual Report
5680,Home Depot Inc,8,2,01/31/1998,Annual Report
5680,HOME DEPOT INC (THE) *,9,2,12/30/1997,Annual Report
5680,Home Depot Inc,10,2,02/01/1997,Annual Report
5680,Home Depot Inc,1,3,02/01/1997,Annual Report
5680,Home Depot Inc,2,3,01/30/1997,Annual Report
5680,HOME DEPOT INC (THE) *,3,3,12/30/1996,Annual Report
5680,Home Depot Inc,4,3,01/27/1996,Annual Report
5686,Homestake Mining Co.,1,1,12/30/2000,Annual Report
5686,Homestake Mining Co.,2,1,12/30/1999,Annual Report
5686,Homestake Mining Co.,3,1,12/30/1998,Annual Report
5686,Homestake Mining Company,4,1,12/30/1998,Annual Report
5686,Homestake Mining Co.,5,1,12/30/1997,Annual Report
5686,Homestake Mining Co.,6,1,12/30/1996,Annual Report
5686,Homestake Mining Co.,7,1,12/30/1996,Annual Report
5686,Homestake Mining Co.,8,1,12/30/1996,Annual Report
5686,Homestake Mining Company,9,1,12/30/1995,Annual Report
5686,Homestake Mining Company,10,1,12/30/1994,Annual Report
5686,HOMESTAKE MINING COMPANY,1,2,12/30/1993,Annual Report
